ItemID,Weight,Size,Fragility,storedIn,DestinationWarehouse
Item_2775,6.45,0.48,Medium,Pallet,Warehouse_A
Item_2776,36.87,1.42,Low,Pallet,Warehouse_A
Item_2777,1.36,1.28,Low,Bin,Warehouse_C
Item_2778,31.1,1.41,High,Pallet,Warehouse_A
Item_2779,8.32,4.76,Medium,Bin,Warehouse_A
Item_2780,34.5,0.23,High,Bin,Warehouse_A
Item_2781,49.3,2.49,Low,Shelf,Warehouse_B
Item_2782,46.47,2.65,Medium,Shelf,Warehouse_B
Item_2783,22.01,3.09,Medium,Pallet,Warehouse_A
Item_2784,36.45,1.92,Low,Pallet,Warehouse_A
Item_2785,18.22,4.25,Low,Pallet,Warehouse_A
Item_2786,1.86,0.95,Medium,Shelf,Warehouse_C
Item_2787,3.8,0.67,Medium,Pallet,Warehouse_A
Item_2788,38.34,3.27,Low,Shelf,Warehouse_B
Item_2789,34.5,2.81,Low,Bin,Warehouse_A
Item_2790,17.94,3.1,Medium,Pallet,Warehouse_A
Item_2791,6.11,1.51,Medium,Pallet,Warehouse_A
Item_2792,40.89,1.59,Low,Pallet,Warehouse_A
Item_2793,35.83,2.28,Medium,Bin,Warehouse_A
Item_2794,1.04,1.98,Low,Bin,Warehouse_C
Item_2795,6.63,2.01,High,Pallet,Warehouse_A
Item_2796,24.76,3.02,Low,Shelf,Warehouse_B
Item_2797,8.38,3.03,Low,Bin,Warehouse_A
Item_2798,9.13,2.84,Low,Shelf,Warehouse_C
Item_2799,38.62,2.38,Low,Bin,Warehouse_A
Item_2800,9.17,3.13,Low,Shelf,Warehouse_C
Item_2801,26.82,0.63,Medium,Shelf,Warehouse_B
Item_2802,40.59,0.19,Medium,Bin,Warehouse_A
Item_2803,46.76,3.53,Medium,Bin,Warehouse_A
Item_2804,27.71,3.35,Low,Pallet,Warehouse_A
Item_2805,21.0,4.42,Low,Pallet,Warehouse_A
Item_2806,7.79,3.78,Low,Pallet,Warehouse_A
Item_2807,8.33,2.35,Low,Shelf,Warehouse_C
Item_2808,36.04,0.62,Medium,Shelf,Warehouse_B
Item_2809,33.68,2.47,Low,Pallet,Warehouse_A
Item_2810,37.67,2.82,Low,Bin,Warehouse_A
Item_2811,0.66,1.47,Low,Shelf,Warehouse_C
Item_2812,14.06,3.12,High,Pallet,Warehouse_A
Item_2813,14.77,3.66,Low,Shelf,Warehouse_B
Item_2814,9.66,0.89,Low,Shelf,Warehouse_C
Item_2815,46.95,3.47,Low,Shelf,Warehouse_B
Item_2816,26.61,0.57,Low,Pallet,Warehouse_A
Item_2817,42.81,1.05,Medium,Pallet,Warehouse_A
Item_2818,2.62,2.17,Medium,Bin,Warehouse_C
Item_2819,29.53,0.69,Low,Bin,Warehouse_A
Item_2820,3.82,1.51,Low,Bin,Warehouse_C
Item_2821,36.83,3.1,Low,Shelf,Warehouse_B
Item_2822,37.07,4.44,Medium,Pallet,Warehouse_A
Item_2823,2.09,4.26,Medium,Pallet,Warehouse_A
Item_2824,22.94,3.07,Low,Bin,Warehouse_A
Item_2825,9.92,4.31,Low,Pallet,Warehouse_A
Item_2826,13.8,0.81,Low,Pallet,Warehouse_A
Item_2827,5.86,4.17,High,Shelf,Warehouse_C
Item_2828,4.95,3.82,Low,Pallet,Warehouse_A
Item_2829,28.14,4.77,Low,Pallet,Warehouse_A
Item_2830,23.65,1.72,Medium,Shelf,Warehouse_B
Item_2831,6.61,3.81,Medium,Pallet,Warehouse_A
Item_2832,29.93,2.73,Low,Pallet,Warehouse_A
Item_2833,17.58,4.87,Medium,Pallet,Warehouse_A
Item_2834,19.58,2.16,Low,Bin,Warehouse_A
Item_2835,30.81,2.62,Medium,Pallet,Warehouse_A
Item_2836,4.74,3.88,High,Shelf,Warehouse_C
Item_2837,42.98,1.96,Low,Bin,Warehouse_A
Item_2838,38.72,2.78,Medium,Bin,Warehouse_A
Item_2839,0.44,0.12,Low,Bin,Warehouse_C
Item_2840,44.35,4.76,Low,Bin,Warehouse_A
Item_2841,13.5,3.08,Low,Shelf,Warehouse_B
Item_2842,15.5,1.06,Low,Shelf,Warehouse_B
Item_2843,9.91,4.09,Medium,Pallet,Warehouse_A
Item_2844,33.75,1.21,Low,Bin,Warehouse_A
Item_2845,0.46,0.13,Low,Shelf,Warehouse_C
Item_2846,48.8,1.38,Low,Bin,Warehouse_A
Item_2847,34.65,4.59,Medium,Pallet,Warehouse_A
Item_2848,20.09,0.95,Medium,Shelf,Warehouse_B
Item_2849,17.24,4.44,Medium,Bin,Warehouse_A
Item_2850,9.26,1.08,Medium,Shelf,Warehouse_C
Item_2851,1.16,0.88,Medium,Shelf,Warehouse_C
Item_2852,4.69,0.5,Medium,Pallet,Warehouse_A
Item_2853,31.5,2.73,Low,Shelf,Warehouse_B
Item_2854,3.54,3.79,Medium,Bin,Warehouse_C
Item_2855,4.42,2.05,High,Shelf,Warehouse_C
Item_2856,19.69,2.66,Medium,Shelf,Warehouse_B
Item_2857,4.69,0.8,Medium,Bin,Warehouse_C
Item_2858,16.61,4.81,Low,Shelf,Warehouse_B
Item_2859,39.71,3.37,Medium,Pallet,Warehouse_A
Item_2860,49.61,4.31,Low,Pallet,Warehouse_A
Item_2861,20.03,0.51,Low,Pallet,Warehouse_A
Item_2862,14.44,2.83,Low,Pallet,Warehouse_A
Item_2863,33.11,2.89,Medium,Shelf,Warehouse_B
Item_2864,42.32,3.5,Low,Bin,Warehouse_A
Item_2865,0.74,3.05,Medium,Shelf,Warehouse_C
Item_2866,9.16,3.66,Medium,Pallet,Warehouse_A
Item_2867,3.76,3.81,Medium,Shelf,Warehouse_C
Item_2868,18.24,1.36,Low,Bin,Warehouse_A
Item_2869,46.12,0.58,Medium,Shelf,Warehouse_B
Item_2870,33.69,2.41,Medium,Bin,Warehouse_A
Item_2871,7.31,2.04,Medium,Pallet,Warehouse_A
Item_2872,20.33,1.97,Medium,Bin,Warehouse_A
Item_2873,16.54,4.03,High,Pallet,Warehouse_A
Item_2874,12.29,3.71,High,Bin,Warehouse_A
Item_2875,14.3,1.77,Low,Shelf,Warehouse_B
Item_2876,4.19,1.77,High,Pallet,Warehouse_A
Item_2877,6.53,3.79,High,Pallet,Warehouse_A
Item_2878,10.47,3.22,Medium,Shelf,Warehouse_B
Item_2879,21.1,2.98,Low,Bin,Warehouse_A
Item_2880,27.3,4.2,High,Shelf,Warehouse_B
Item_2881,9.12,2.81,Low,Shelf,Warehouse_C
Item_2882,4.73,3.64,Medium,Bin,Warehouse_C
Item_2883,7.76,4.03,Low,Bin,Warehouse_A
Item_2884,7.24,1.92,Medium,Bin,Warehouse_A
Item_2885,39.06,4.85,Low,Pallet,Warehouse_A
Item_2886,33.06,0.52,Medium,Bin,Warehouse_A
Item_2887,16.93,2.87,Medium,Shelf,Warehouse_B
Item_2888,45.41,1.43,Medium,Bin,Warehouse_A
Item_2889,27.28,1.23,Low,Bin,Warehouse_A
Item_2890,7.91,2.54,Low,Bin,Warehouse_A
Item_2891,5.56,4.49,High,Pallet,Warehouse_A
Item_2892,17.21,3.33,Medium,Bin,Warehouse_A
Item_2893,37.05,1.65,Low,Bin,Warehouse_A
Item_2894,3.96,2.58,Low,Bin,Warehouse_C
Item_2895,7.42,3.73,Low,Shelf,Warehouse_C
Item_2896,24.75,1.42,Low,Shelf,Warehouse_B
Item_2897,6.81,4.81,Low,Bin,Warehouse_A
Item_2898,41.88,1.0,Medium,Pallet,Warehouse_A
Item_2899,46.66,1.49,Low,Pallet,Warehouse_A
Item_2900,32.02,3.55,Medium,Shelf,Warehouse_B
Item_2901,22.05,2.32,High,Pallet,Warehouse_A
Item_2902,11.97,0.92,High,Bin,Warehouse_A
Item_2903,43.2,3.59,Low,Bin,Warehouse_A
Item_2904,29.26,3.84,Low,Pallet,Warehouse_A
Item_2905,41.37,3.93,Low,Pallet,Warehouse_A
Item_2906,9.27,4.25,Low,Pallet,Warehouse_A
Item_2907,36.54,4.25,High,Shelf,Warehouse_B
Item_2908,2.22,1.33,Medium,Pallet,Warehouse_A
Item_2909,32.72,1.11,Low,Shelf,Warehouse_B
Item_2910,23.86,3.83,Medium,Shelf,Warehouse_B
Item_2911,0.55,0.19,Low,Pallet,Warehouse_A
Item_2912,23.7,3.24,Medium,Shelf,Warehouse_B
Item_2913,6.64,2.91,Low,Shelf,Warehouse_C
Item_2914,34.0,4.36,Medium,Shelf,Warehouse_B
Item_2915,17.23,1.51,Medium,Bin,Warehouse_A
Item_2916,33.5,0.51,High,Shelf,Warehouse_B
Item_2917,8.95,0.97,Low,Bin,Warehouse_A
Item_2918,19.61,1.03,Low,Bin,Warehouse_A
Item_2919,31.43,2.5,Low,Shelf,Warehouse_B
Item_2920,39.42,2.38,Low,Bin,Warehouse_A
Item_2921,39.28,2.92,Medium,Bin,Warehouse_A
Item_2922,24.16,2.4,Low,Shelf,Warehouse_B
Item_2923,9.27,3.23,Medium,Shelf,Warehouse_C
Item_2924,2.38,4.29,Medium,Pallet,Warehouse_A
Item_2925,2.03,1.26,Low,Shelf,Warehouse_C
Item_2926,21.58,1.37,Low,Pallet,Warehouse_A
Item_2927,15.25,1.93,High,Bin,Warehouse_A
Item_2928,45.42,2.65,Medium,Bin,Warehouse_A
Item_2929,37.49,2.43,Low,Pallet,Warehouse_A
Item_2930,21.36,4.08,Low,Pallet,Warehouse_A
Item_2931,15.49,1.81,Low,Bin,Warehouse_A
Item_2932,27.61,2.59,High,Pallet,Warehouse_A
Item_2933,8.92,1.67,High,Pallet,Warehouse_A
Item_2934,18.58,4.48,Medium,Pallet,Warehouse_A
Item_2935,4.46,3.26,Low,Shelf,Warehouse_C
Item_2936,19.49,3.98,Low,Shelf,Warehouse_B
Item_2937,29.85,4.3,Low,Shelf,Warehouse_B
Item_2938,45.87,2.63,Low,Bin,Warehouse_A
Item_2939,19.38,3.51,Low,Pallet,Warehouse_A
Item_2940,2.25,0.48,Low,Pallet,Warehouse_A
Item_2941,15.0,3.49,High,Bin,Warehouse_A
Item_2942,10.68,3.01,Medium,Bin,Warehouse_A
Item_2943,7.49,4.44,Low,Shelf,Warehouse_C
Item_2944,34.83,0.38,Medium,Pallet,Warehouse_A
Item_2945,13.64,1.68,Low,Shelf,Warehouse_B
Item_2946,16.55,3.67,Low,Shelf,Warehouse_B
Item_2947,6.05,3.17,Low,Shelf,Warehouse_C
Item_2948,4.43,2.9,Low,Shelf,Warehouse_C
Item_2949,29.08,1.11,High,Shelf,Warehouse_B
Item_2950,2.33,4.49,Medium,Shelf,Warehouse_C
Item_2951,16.63,1.53,Medium,Bin,Warehouse_A
Item_2952,35.43,2.1,Low,Bin,Warehouse_A
Item_2953,3.32,4.37,Low,Shelf,Warehouse_C
Item_2954,6.89,0.65,Medium,Shelf,Warehouse_C
Item_2955,36.0,4.34,Low,Shelf,Warehouse_B
Item_2956,30.13,3.72,Medium,Pallet,Warehouse_A
Item_2957,49.19,2.38,Medium,Shelf,Warehouse_B
Item_2958,4.03,3.85,Low,Shelf,Warehouse_C
Item_2959,4.0,3.63,Low,Shelf,Warehouse_C
Item_2960,40.31,1.27,Low,Shelf,Warehouse_B
Item_2961,14.76,4.65,Low,Shelf,Warehouse_B
Item_2962,45.47,0.92,High,Shelf,Warehouse_B
Item_2963,26.36,2.11,Low,Pallet,Warehouse_A
Item_2964,44.4,0.25,Medium,Pallet,Warehouse_A
Item_2965,40.01,4.2,Low,Shelf,Warehouse_B
Item_2966,7.76,3.46,Low,Shelf,Warehouse_C
Item_2967,25.11,4.21,Medium,Pallet,Warehouse_A
Item_2968,36.18,3.96,Low,Shelf,Warehouse_B
Item_2969,18.77,1.21,Low,Bin,Warehouse_A
Item_2970,28.48,1.29,Low,Pallet,Warehouse_A
Item_2971,4.07,3.8,Low,Bin,Warehouse_C
Item_2972,22.15,3.11,Low,Bin,Warehouse_A
Item_2973,9.76,1.62,Low,Shelf,Warehouse_C
Item_2974,30.6,1.07,Low,Bin,Warehouse_A
Item_2975,8.54,0.44,Low,Shelf,Warehouse_C
Item_2976,6.36,2.07,Medium,Bin,Warehouse_A
Item_2977,33.34,1.15,Low,Shelf,Warehouse_B
Item_2978,33.93,1.1,Low,Pallet,Warehouse_A
Item_2979,31.86,3.2,Low,Pallet,Warehouse_A
Item_2980,38.29,2.68,Low,Bin,Warehouse_A
Item_2981,21.21,4.82,Low,Bin,Warehouse_A
Item_2982,32.34,4.17,Low,Pallet,Warehouse_A
Item_2983,36.29,2.92,Low,Bin,Warehouse_A
Item_2984,10.4,0.76,Low,Pallet,Warehouse_A
Item_2985,46.08,3.71,High,Pallet,Warehouse_A
Item_2986,29.96,2.08,Low,Pallet,Warehouse_A
Item_2987,45.92,2.78,Low,Pallet,Warehouse_A
Item_2988,10.88,4.36,High,Bin,Warehouse_A
Item_2989,7.76,1.07,Low,Pallet,Warehouse_A
Item_2990,9.8,1.97,Medium,Pallet,Warehouse_A
Item_2991,42.06,4.37,Medium,Shelf,Warehouse_B
Item_2992,0.64,4.23,Low,Shelf,Warehouse_C
Item_2993,4.68,3.2,Medium,Bin,Warehouse_C
Item_2994,42.95,2.71,Low,Shelf,Warehouse_B
Item_2995,44.99,2.62,Low,Bin,Warehouse_A
Item_2996,42.92,4.75,Low,Shelf,Warehouse_B
Item_2997,48.04,2.67,Low,Shelf,Warehouse_B
Item_2998,13.06,3.73,Medium,Shelf,Warehouse_B
Item_2999,44.75,3.44,Medium,Bin,Warehouse_A
Item_3000,14.96,2.94,Low,Bin,Warehouse_A
Item_3001,29.99,0.44,Low,Shelf,Warehouse_B
Item_3002,7.85,1.66,Low,Bin,Warehouse_A
Item_3003,27.15,1.67,Low,Bin,Warehouse_A
Item_3004,1.21,2.81,Low,Pallet,Warehouse_A
Item_3005,44.45,2.58,Medium,Bin,Warehouse_A
Item_3006,44.91,2.88,Medium,Pallet,Warehouse_A
Item_3007,1.64,3.14,Low,Shelf,Warehouse_C
Item_3008,43.48,0.5,Medium,Bin,Warehouse_A
Item_3009,39.53,0.72,High,Shelf,Warehouse_B
Item_3010,48.2,1.04,Low,Bin,Warehouse_A
Item_3011,8.27,2.04,Medium,Shelf,Warehouse_C
Item_3012,35.46,1.82,Medium,Bin,Warehouse_A
Item_3013,43.38,3.44,Medium,Pallet,Warehouse_A
Item_3014,8.89,0.6,Low,Shelf,Warehouse_C
Item_3015,12.55,2.04,Low,Shelf,Warehouse_B
Item_3016,27.8,4.16,Low,Shelf,Warehouse_B
Item_3017,32.84,3.22,Low,Shelf,Warehouse_B
Item_3018,39.38,4.83,Low,Shelf,Warehouse_B
Item_3019,31.14,2.47,Medium,Shelf,Warehouse_B
Item_3020,30.9,4.82,Low,Shelf,Warehouse_B
Item_3021,8.41,1.08,Low,Shelf,Warehouse_C
Item_3022,47.26,4.26,Low,Pallet,Warehouse_A
Item_3023,1.62,4.53,Medium,Bin,Warehouse_C
Item_3024,13.67,1.3,Low,Pallet,Warehouse_A
Item_3025,6.39,0.92,Low,Bin,Warehouse_A
Item_3026,13.98,4.49,Low,Pallet,Warehouse_A
Item_3027,49.55,0.97,Medium,Shelf,Warehouse_B
Item_3028,21.32,2.2,Low,Shelf,Warehouse_B
Item_3029,5.25,0.58,Low,Shelf,Warehouse_C
Item_3030,4.1,2.64,Low,Shelf,Warehouse_C
Item_3031,6.71,2.11,Low,Pallet,Warehouse_A
Item_3032,37.26,2.91,Medium,Pallet,Warehouse_A
Item_3033,22.31,0.55,Low,Bin,Warehouse_A
Item_3034,26.68,1.03,High,Bin,Warehouse_A
Item_3035,44.02,0.8,Medium,Bin,Warehouse_A
Item_3036,1.46,2.96,Low,Pallet,Warehouse_A
Item_3037,45.35,4.36,High,Pallet,Warehouse_A
Item_3038,47.48,0.44,Low,Shelf,Warehouse_B
Item_3039,3.35,1.04,Medium,Bin,Warehouse_C
Item_3040,32.47,3.83,Low,Bin,Warehouse_A
Item_3041,7.78,3.27,Low,Pallet,Warehouse_A
Item_3042,29.51,1.48,High,Shelf,Warehouse_B
Item_3043,15.24,0.9,Low,Bin,Warehouse_A
Item_3044,41.51,2.11,Medium,Bin,Warehouse_A
Item_3045,49.65,4.01,Low,Shelf,Warehouse_B
Item_3046,30.07,4.83,Medium,Bin,Warehouse_A
Item_3047,11.34,2.73,Low,Pallet,Warehouse_A
Item_3048,43.53,2.53,Low,Bin,Warehouse_A
Item_3049,22.85,3.48,Low,Bin,Warehouse_A
Item_3050,40.16,3.18,Medium,Bin,Warehouse_A
Item_3051,27.08,4.53,Medium,Bin,Warehouse_A
Item_3052,22.31,2.31,High,Shelf,Warehouse_B
Item_3053,46.97,3.57,Low,Bin,Warehouse_A
Item_3054,39.94,2.89,Medium,Bin,Warehouse_A
Item_3055,30.2,1.91,Low,Pallet,Warehouse_A
Item_3056,24.62,1.47,Low,Bin,Warehouse_A
Item_3057,15.94,4.17,High,Shelf,Warehouse_B
Item_3058,34.88,4.14,Low,Pallet,Warehouse_A
Item_3059,27.81,3.15,Medium,Bin,Warehouse_A
Item_3060,11.02,4.44,Low,Shelf,Warehouse_B
Item_3061,27.78,3.79,Medium,Bin,Warehouse_A
Item_3062,4.23,2.45,Medium,Bin,Warehouse_C
Item_3063,15.56,3.19,Low,Shelf,Warehouse_B
Item_3064,37.86,2.84,Low,Pallet,Warehouse_A
Item_3065,9.35,2.59,Low,Shelf,Warehouse_C
Item_3066,17.54,2.27,Low,Bin,Warehouse_A
Item_3067,17.55,4.45,Low,Pallet,Warehouse_A
Item_3068,20.8,0.86,Medium,Shelf,Warehouse_B
Item_3069,26.14,4.61,Medium,Shelf,Warehouse_B
Item_3070,46.13,1.08,High,Pallet,Warehouse_A
Item_3071,37.23,3.74,Medium,Shelf,Warehouse_B
Item_3072,32.09,2.8,Low,Pallet,Warehouse_A
Item_3073,15.79,1.84,Medium,Pallet,Warehouse_A
Item_3074,34.14,4.99,Low,Pallet,Warehouse_A
Item_3075,34.78,3.06,Low,Shelf,Warehouse_B
Item_3076,14.66,0.49,Low,Bin,Warehouse_A
Item_3077,18.42,4.23,Low,Bin,Warehouse_A
Item_3078,4.78,2.99,Low,Bin,Warehouse_C
Item_3079,6.09,4.72,Low,Pallet,Warehouse_A
Item_3080,26.38,2.11,Medium,Bin,Warehouse_A
Item_3081,37.82,3.47,Medium,Bin,Warehouse_A
Item_3082,13.61,4.32,Low,Bin,Warehouse_A
Item_3083,27.54,1.75,Low,Pallet,Warehouse_A
Item_3084,10.47,4.82,Low,Pallet,Warehouse_A
Item_3085,7.65,2.08,Medium,Pallet,Warehouse_A
Item_3086,37.16,0.36,Low,Bin,Warehouse_A
Item_3087,1.69,1.2,Low,Shelf,Warehouse_C
Item_3088,28.01,0.86,High,Shelf,Warehouse_B
Item_3089,14.4,4.09,Low,Pallet,Warehouse_A
Item_3090,24.8,0.45,Low,Shelf,Warehouse_B
Item_3091,7.65,4.45,Low,Pallet,Warehouse_A
Item_3092,44.0,3.54,Low,Shelf,Warehouse_B
Item_3093,2.06,4.55,Low,Pallet,Warehouse_A
Item_3094,48.23,1.94,Low,Pallet,Warehouse_A
Item_3095,37.35,4.26,High,Pallet,Warehouse_A
Item_3096,48.22,2.5,Low,Shelf,Warehouse_B
Item_3097,19.27,4.8,Low,Shelf,Warehouse_B
Item_3098,29.73,4.16,Low,Bin,Warehouse_A
Item_3099,15.96,0.13,Low,Bin,Warehouse_A
Item_3100,8.61,3.31,Medium,Bin,Warehouse_A
Item_3101,19.2,1.69,Low,Shelf,Warehouse_B
Item_3102,49.82,3.32,Low,Pallet,Warehouse_A
Item_3103,20.0,2.97,High,Pallet,Warehouse_A
Item_3104,4.88,3.35,Low,Pallet,Warehouse_A
Item_3105,45.34,2.34,Medium,Bin,Warehouse_A
Item_3106,39.1,0.55,Medium,Shelf,Warehouse_B
Item_3107,7.71,2.05,Low,Pallet,Warehouse_A
Item_3108,24.63,3.81,Low,Shelf,Warehouse_B
Item_3109,40.07,0.76,Medium,Pallet,Warehouse_A
Item_3110,8.73,1.02,Low,Pallet,Warehouse_A
Item_3111,22.81,2.52,Low,Bin,Warehouse_A
Item_3112,6.4,0.69,Low,Pallet,Warehouse_A
Item_3113,24.33,2.12,Low,Bin,Warehouse_A
Item_3114,14.3,3.86,Low,Shelf,Warehouse_B
Item_3115,6.03,0.72,Low,Bin,Warehouse_A
Item_3116,4.5,0.23,Low,Bin,Warehouse_C
Item_3117,23.95,4.52,Low,Bin,Warehouse_A
Item_3118,26.82,1.68,Low,Bin,Warehouse_A
Item_3119,34.06,2.26,Medium,Shelf,Warehouse_B
Item_3120,48.68,1.48,Low,Pallet,Warehouse_A
Item_3121,29.43,0.72,Low,Bin,Warehouse_A
Item_3122,12.92,3.78,High,Bin,Warehouse_A
Item_3123,14.9,2.57,Low,Shelf,Warehouse_B
Item_3124,8.73,0.14,Low,Bin,Warehouse_A
Item_3125,11.83,0.24,Low,Shelf,Warehouse_B
Item_3126,14.77,1.68,High,Pallet,Warehouse_A
Item_3127,36.48,0.39,Low,Pallet,Warehouse_A
Item_3128,13.56,3.55,Low,Bin,Warehouse_A
Item_3129,15.34,0.23,Low,Pallet,Warehouse_A
Item_3130,23.88,1.1,Medium,Shelf,Warehouse_B
Item_3131,37.71,1.88,Low,Bin,Warehouse_A
Item_3132,9.34,0.15,Low,Shelf,Warehouse_C
Item_3133,7.26,2.36,Low,Bin,Warehouse_A
Item_3134,3.9,1.12,Low,Pallet,Warehouse_A
Item_3135,2.64,1.46,Medium,Pallet,Warehouse_A
Item_3136,41.36,2.97,Medium,Bin,Warehouse_A
Item_3137,25.53,2.67,High,Bin,Warehouse_A
Item_3138,7.76,1.01,Low,Bin,Warehouse_A
Item_3139,13.44,1.52,Medium,Pallet,Warehouse_A
Item_3140,32.95,2.13,Low,Pallet,Warehouse_A
Item_3141,9.61,0.51,Low,Bin,Warehouse_A
Item_3142,19.76,3.08,Medium,Pallet,Warehouse_A
Item_3143,0.46,0.78,Low,Pallet,Warehouse_A
Item_3144,44.21,1.39,Low,Shelf,Warehouse_B
Item_3145,49.68,1.19,Medium,Shelf,Warehouse_B
Item_3146,11.06,3.57,High,Bin,Warehouse_A
Item_3147,9.82,3.58,Low,Bin,Warehouse_A
Item_3148,3.16,1.31,Medium,Bin,Warehouse_C
Item_3149,47.61,4.15,Low,Bin,Warehouse_A
Item_3150,26.52,2.82,Medium,Bin,Warehouse_A
Item_3151,12.22,4.47,High,Pallet,Warehouse_A
Item_3152,19.66,1.77,Low,Pallet,Warehouse_A
Item_3153,35.76,2.92,Low,Shelf,Warehouse_B
Item_3154,48.33,4.13,Medium,Bin,Warehouse_A
Item_3155,46.45,3.63,Medium,Bin,Warehouse_A
Item_3156,17.22,0.88,Low,Shelf,Warehouse_B
Item_3157,44.91,0.22,Low,Shelf,Warehouse_B
Item_3158,33.23,4.69,Low,Bin,Warehouse_A
Item_3159,32.5,1.9,High,Pallet,Warehouse_A
Item_3160,32.71,1.05,Low,Bin,Warehouse_A
Item_3161,38.14,3.78,Medium,Bin,Warehouse_A
Item_3162,30.48,2.46,High,Pallet,Warehouse_A
Item_3163,6.1,2.01,Low,Bin,Warehouse_A
Item_3164,11.07,3.56,Medium,Bin,Warehouse_A
Item_3165,6.5,0.54,High,Bin,Warehouse_A
Item_3166,9.46,0.18,High,Shelf,Warehouse_C
Item_3167,15.28,1.43,Medium,Shelf,Warehouse_B
Item_3168,10.25,3.31,Medium,Shelf,Warehouse_B
Item_3169,48.72,2.99,High,Bin,Warehouse_A
Item_3170,36.7,1.52,Low,Bin,Warehouse_A
Item_3171,38.9,0.72,Medium,Pallet,Warehouse_A
Item_3172,39.89,4.01,Medium,Shelf,Warehouse_B
Item_3173,9.96,2.66,Low,Shelf,Warehouse_C
Item_3174,11.95,3.45,High,Bin,Warehouse_A
Item_3175,41.75,2.76,High,Shelf,Warehouse_B
Item_3176,10.92,1.0,Low,Shelf,Warehouse_B
Item_3177,13.95,0.38,Low,Bin,Warehouse_A
Item_3178,35.73,0.19,Low,Pallet,Warehouse_A
Item_3179,17.0,2.16,Low,Bin,Warehouse_A
Item_3180,35.73,3.69,Medium,Shelf,Warehouse_B
Item_3181,28.3,2.55,Low,Shelf,Warehouse_B
Item_3182,48.82,4.49,Medium,Pallet,Warehouse_A
Item_3183,19.95,2.47,Medium,Bin,Warehouse_A
Item_3184,41.69,4.85,Medium,Pallet,Warehouse_A
Item_3185,8.13,2.14,Medium,Shelf,Warehouse_C
Item_3186,49.25,0.39,Medium,Shelf,Warehouse_B
Item_3187,37.67,2.24,Low,Bin,Warehouse_A
Item_3188,40.49,1.46,Low,Shelf,Warehouse_B
Item_3189,38.39,1.5,Low,Pallet,Warehouse_A
Item_3190,26.96,4.59,Medium,Bin,Warehouse_A
Item_3191,38.6,4.48,Medium,Pallet,Warehouse_A
Item_3192,18.11,4.59,Low,Pallet,Warehouse_A
Item_3193,10.11,2.26,High,Bin,Warehouse_A
Item_3194,27.6,0.66,Low,Bin,Warehouse_A
Item_3195,6.79,4.31,Medium,Bin,Warehouse_A
Item_3196,25.66,2.93,High,Pallet,Warehouse_A
Item_3197,30.15,4.81,Low,Bin,Warehouse_A
Item_3198,44.58,0.11,Low,Pallet,Warehouse_A
Item_3199,9.51,2.12,Low,Bin,Warehouse_A
Item_3200,13.36,1.03,Low,Shelf,Warehouse_B
Item_3201,8.29,4.51,Low,Bin,Warehouse_A
Item_3202,8.1,1.08,Medium,Shelf,Warehouse_C
Item_3203,46.64,2.74,Medium,Shelf,Warehouse_B
Item_3204,44.18,4.99,Low,Pallet,Warehouse_A
Item_3205,17.98,3.74,Low,Bin,Warehouse_A
Item_3206,42.27,3.26,High,Bin,Warehouse_A
Item_3207,47.18,3.39,Low,Bin,Warehouse_A
Item_3208,12.75,4.52,Low,Bin,Warehouse_A
Item_3209,24.96,0.94,Low,Pallet,Warehouse_A
Item_3210,45.47,0.5,Medium,Pallet,Warehouse_A
Item_3211,26.94,2.95,Medium,Pallet,Warehouse_A
Item_3212,35.53,0.78,Medium,Pallet,Warehouse_A
Item_3213,18.08,1.87,Low,Shelf,Warehouse_B
Item_3214,44.37,4.32,Medium,Bin,Warehouse_A
Item_3215,18.94,2.69,Low,Bin,Warehouse_A
Item_3216,34.2,3.71,Low,Bin,Warehouse_A
Item_3217,26.78,3.19,Low,Pallet,Warehouse_A
Item_3218,5.07,3.2,Low,Bin,Warehouse_A
Item_3219,21.46,2.53,Medium,Shelf,Warehouse_B
Item_3220,6.14,3.07,Low,Shelf,Warehouse_C
Item_3221,8.89,4.98,Low,Bin,Warehouse_A
Item_3222,25.14,1.42,Medium,Shelf,Warehouse_B
Item_3223,35.0,2.4,Low,Pallet,Warehouse_A
Item_3224,16.4,2.88,Low,Bin,Warehouse_A
Item_3225,12.66,0.72,Low,Bin,Warehouse_A
Item_3226,37.98,2.73,Medium,Pallet,Warehouse_A
Item_3227,21.62,4.16,Low,Bin,Warehouse_A
Item_3228,41.68,0.97,Medium,Shelf,Warehouse_B
Item_3229,40.38,5.0,Medium,Bin,Warehouse_A
Item_3230,49.9,3.57,Low,Bin,Warehouse_A
Item_3231,16.48,4.72,High,Shelf,Warehouse_B
Item_3232,31.39,1.74,Medium,Pallet,Warehouse_A
Item_3233,8.89,4.99,Low,Shelf,Warehouse_C
Item_3234,11.51,3.14,Low,Bin,Warehouse_A
Item_3235,28.87,3.26,High,Pallet,Warehouse_A
Item_3236,8.19,4.12,Low,Pallet,Warehouse_A
Item_3237,13.21,3.85,Low,Shelf,Warehouse_B
Item_3238,18.01,3.36,High,Shelf,Warehouse_B
Item_3239,28.5,4.72,High,Bin,Warehouse_A
Item_3240,24.06,0.67,Low,Bin,Warehouse_A
Item_3241,21.91,2.67,Medium,Shelf,Warehouse_B
Item_3242,24.97,1.48,Low,Pallet,Warehouse_A
